tag3	tag1	name	autonym	source
ndl		Ndolo		iso639-3
ndm		Ndam		iso639-3
ndn		Ngundi		iso639-3
ndp		Ndo		iso639-3
ndq		Ndombe		iso639-3
ndr		Ndoola		iso639-3
nds		Low German	Neddersass’sch	cldr
ndt		Ndunga		iso639-3
ndu		Dugun		iso639-3
ndv		Ndut	Ndut	iso639-3, ethnologue
ndw		Ndobo		iso639-3
ndx		Nduga		iso639-3
ndy		Lutos		iso639-3
ndz		Ndogo	Co Ndogo	iso639-3, ethnologue
nea		Eastern Ngad'a		iso639-3
neb		Toura (Côte d'Ivoire)		iso639-3
nec		Nedebang		iso639-3
ned		Nde-Gbite		iso639-3
nee		Nêlêmwa-Nixumwak		iso639-3
nef		Nefamese		iso639-3
neg		Negidal		iso639-3
neh		Nyenkha		iso639-3
nei		Neo-Hittite		iso639-3
nej		Neko		iso639-3
nek		Neku		iso639-3
nem		Nemi		iso639-3
nen		Nengone		iso639-3
neo		Ná-Meo		iso639-3
neq		North Central Mixe		iso639-3
ner		Yahadian		iso639-3
nes		Bhoti Kinnauri		iso639-3
net		Nete		iso639-3
neu		Neo		iso639-3
nev		Nyaheun		iso639-3
new		Newari	नेवाः भाय्‎ (Newah Bhaaye)	cldr, ethnologue
nex		Neme		iso639-3
ney		Neyo		iso639-3
nez		Nez Perce		iso639-3
nfa		Dhao		iso639-3
nfd		Ahwai		iso639-3
nfl		Ayiwo		iso639-3
nfr		Nafaanra		iso639-3
nfu		Mfumte		iso639-3
nga		Ngbaka		iso639-3
ngb		Northern Ngbandi		iso639-3
ngc		Ngombe (Democratic Republic of Congo)		iso639-3
ngd		Ngando (Central African Republic)		iso639-3
nge		Ngemba		iso639-3
ngg		Ngbaka Manza		iso639-3
ngh		N/u		iso639-3
ngi		Ngizim		iso639-3
ngj		Ngie		iso639-3
ngk		Dalabon		iso639-3
ngl		Lomwe		iso639-3
ngm		Ngatik Men's Creole		iso639-3
ngn		Ngwo		iso639-3
ngo		Ngoni		iso639-3
ngp		Ngulu		iso639-3
ngq		Ngurimi		iso639-3
ngr		Engdewu		iso639-3
ngs		Gvoko		iso639-3
ngt		Kriang		iso639-3
ngu		Guerrero Nahuatl		iso639-3
ngv		Nagumi		iso639-3
ngw		Ngwaba		iso639-3
ngx		Nggwahyi		iso639-3
ngy		Tibea		iso639-3
ngz		Ngungwel		iso639-3
nha		Nhanda		iso639-3
nhb		Beng		iso639-3
nhc		Tabasco Nahuatl		iso639-3
nhd		Chiripá	Ava Guaraní	iso639-3, ethnologue
nhe		Eastern Huasteca Nahuatl		iso639-3
nhf		Nhuwala		iso639-3
nhg		Tetelcingo Nahuatl		iso639-3
nhh		Nahari		iso639-3
nhi		Zacatlán-Ahuacatlán-Tepetzintla Nahuatl		iso639-3
nhk		Isthmus-Cosoleacaque Nahuatl		iso639-3
nhm		Morelos Nahuatl		iso639-3
nhn		Central Nahuatl		iso639-3
nho		Takuu		iso639-3
nhp		Isthmus-Pajapan Nahuatl		iso639-3
nhq		Huaxcaleca Nahuatl		iso639-3
nhr		Naro	Naro	iso639-3, ethnologue
nht		Ometepec Nahuatl		iso639-3
nhu		Noone		iso639-3
nhv		Temascaltepec Nahuatl		iso639-3
nhw		Western Huasteca Nahuatl		iso639-3
nhx		Isthmus-Mecayapan Nahuatl		iso639-3
nhy		Northern Oaxaca Nahuatl		iso639-3
nhz		Santa María La Alta Nahuatl		iso639-3
nia		Nias		cldr
nib		Nakame		iso639-3
nid		Ngandi		iso639-3
nie		Niellim		iso639-3
nif		Nek		iso639-3
nig		Ngalakan		iso639-3
nih		Nyiha (Tanzania)		iso639-3
nii		Nii		iso639-3
nij		Ngaju		iso639-3
nik		Southern Nicobarese		iso639-3
nil		Nila		iso639-3
nim		Nilamba		iso639-3
nin		Ninzo		iso639-3
nio		Nganasan		iso639-3
niq		Nandi		iso639-3
nir		Nimboran		iso639-3
nis		Nimi		iso639-3
nit		Southeastern Kolami		iso639-3
niu		Niuean	Vagahau Niuē	cldr, ethnologue
niv		Gilyak	Nivkh	iso639-3, ethnologue
niw		Nimo		iso639-3
nix		Hema		iso639-3
niy		Ngiti	Ndruna	iso639-3, ethnologue
niz		Ningil		iso639-3
nja		Nzanyi		iso639-3
njb		Nocte Naga		iso639-3
njd		Ndonde Hamba		iso639-3
njh		Lotha Naga		iso639-3
nji		Gudanji		iso639-3
njj		Njen		iso639-3
njl		Njalgulgule		iso639-3
njm		Angami Naga		iso639-3
njn		Liangmai Naga		iso639-3
njo		Ao Naga		cldr
njr		Njerep		iso639-3
njs		Nisa		iso639-3
njt		Ndyuka-Trio Pidgin		iso639-3
nju		Ngadjunmaya		iso639-3
njx		Kunyi		iso639-3
njy		Njyem		iso639-3
njz		Nyishi	Nil	iso639-3, ethnologue
nka		Nkoya		iso639-3
nkb		Khoibu Naga		iso639-3
nkc		Nkongho		iso639-3
nkd		Koireng		iso639-3
nke		Duke		iso639-3
nkf		Inpui Naga	Inpui	iso639-3, ethnologue
nkg		Nekgini		iso639-3
nkh		Khezha Naga		iso639-3
nki		Thangal Naga		iso639-3
nkj		Nakai		iso639-3
nkk		Nokuku		iso639-3
nkm		Namat		iso639-3
nkn		Nkangala		iso639-3
nko		Nkonya	Nkunya	iso639-3, ethnologue
nkp		Niuatoputapu		iso639-3
nkq		Nkami		iso639-3
nkr		Nukuoro	Nukuoro	iso639-3, ethnologue
nks		North Asmat		iso639-3
nkt		Nyika (Tanzania)		iso639-3
nku		Bouna Kulango		iso639-3
nkv		Nyika (Malawi and Zambia)		iso639-3
nkw		Nkutu		iso639-3
nkx		Nkoroo		iso639-3
nkz		Nkari		iso639-3
nla		Ngombale		iso639-3
nlc		Nalca		iso639-3
nle		East Nyala		iso639-3
nlg		Gela		iso639-3
nli		Grangali		iso639-3
nlj		Nyali		iso639-3
nlk		Ninia Yali		iso639-3
nll		Nihali		iso639-3
nlo		Ngul		iso639-3
nlq		Lao Naga		iso639-3
nlu		Nchumbulu		iso639-3
nlv		Orizaba Nahuatl		iso639-3
nlw		Walangama		iso639-3
nlx		Nahali		iso639-3
nly		Nyamal		iso639-3
nlz		Nalögo	Nalögo	iso639-3, ethnologue
nma		Maram Naga		iso639-3
nmb		Big Nambas		iso639-3
nmc		Ngam		iso639-3
nmd		Ndumu		iso639-3
nme		Mzieme Naga		iso639-3
nmf		Tangkhul Naga (India)		iso639-3
nmg		Kwasio	Kwasio	cldr
nmh		Monsang Naga		iso639-3
nmi		Nyam		iso639-3
nmj		Ngombe (Central African Republic)		iso639-3
nmk		Namakura		iso639-3
nml		Ndemli		iso639-3
nmm		Manangba		iso639-3
nmn		!Xóõ		iso639-3
nmo		Moyon Naga		iso639-3
nmp		Nimanbur		iso639-3
nmq		Nambya		iso639-3
nmr		Nimbari		iso639-3
nms		Letemboi		iso639-3
nmt		Namonuito		iso639-3
nmu		Northeast Maidu		iso639-3
nmv		Ngamini		iso639-3
nmw		Nimoa		iso639-3
nmx		Nama (Papua New Guinea)		iso639-3
nmy		Namuyi		iso639-3
nmz		Nawdm		iso639-3
nna		Nyangumarta		iso639-3
nnb		Nande		iso639-3
nnc		Nancere		iso639-3
nnd		West Ambae		iso639-3
nne		Ngandyera		iso639-3
nnf		Ngaing		iso639-3
nng		Maring Naga		iso639-3
nnh		Ngiemboon	Shwóŋò ngiembɔɔn	cldr
nni		North Nuaulu		iso639-3
nnj		Nyangatom		iso639-3
nnk		Nankina		iso639-3
nnl		Northern Rengma Naga		iso639-3
nnm		Namia		iso639-3
nnn		Ngete		iso639-3
nnp		Wancho Naga		iso639-3
nnq		Ngindo		iso639-3
nnr		Narungga		iso639-3
nns		Ningye		iso639-3
nnt		Nanticoke		iso639-3
nnu		Dwang		iso639-3
nnv		Nugunu (Australia)		iso639-3
nnw		Southern Nuni		iso639-3
nny		Nyangga		iso639-3
nnz		Nda'nda'		iso639-3
noa		Woun Meu	Woun Meu	iso639-3, ethnologue
noc		Nuk		iso639-3
nod		Northern Thai		iso639-3
noe		Nimadi		iso639-3
nof		Nomane		iso639-3
nog		Nogai		cldr
noh		Nomu		iso639-3
noi		Noiri		iso639-3
noj		Nonuya		iso639-3
nok		Nooksack		iso639-3
nol		Nomlaki		iso639-3
nom		Nocamán		iso639-3
non		Old Norse		cldr
nop		Numanggang		iso639-3
noq		Ngongo		iso639-3
nos		Eastern Nisu		iso639-3
not		Nomatsiguenga	Nomatsigenga	iso639-3, ethnologue
nou		Ewage-Notu		iso639-3
nov		Novial		cldr
now		Nyambo		iso639-3
noy		Noy		iso639-3
noz		Nayi		iso639-3
npa		Nar Phu		iso639-3
npb		Nupbikha		iso639-3
npg		Ponyo-Gongwang Naga	Gongwang Naga, Ponyo Naga	iso639-3, ethnologue
nph		Phom Naga		iso639-3
npi		Nepali (individual language)	नेपाली‎ (Nepālī)	iso639-3, ethnologue
npl		Southeastern Puebla Nahuatl		iso639-3
npn		Mondropolon		iso639-3
npo		Pochuri Naga		iso639-3
nps		Nipsan		iso639-3
npu		Puimei Naga		iso639-3
npx		Noipx		iso639-3
npy		Napu		iso639-3
nqg		Southern Nago		iso639-3
nqk		Kura Ede Nago		iso639-3
nql		Ngendelengo		iso639-3
nqm		Ndom		iso639-3
nqn		Nen		iso639-3
nqo		N’Ko		cldr
nqq		Kyan-Karyaw Naga		iso639-3
nqy		Akyaung Ari Naga		iso639-3
nra		Ngom		iso639-3
nrb		Nara		iso639-3
nrc		Noric		iso639-3
nre		Southern Rengma Naga		iso639-3
nrf		Jèrriais		iso639-3
nrg		Narango		iso639-3
nri		Chokri Naga		iso639-3
nrk		Ngarla		iso639-3
nrl		Ngarluma		iso639-3
nrm		Narom		iso639-3
nrn		Norn		iso639-3
nrp		North Picene		iso639-3
nrr		Norra		iso639-3
nrt		Northern Kalapuya		iso639-3
nru		Narua		iso639-3
nrx		Ngurmbur		iso639-3
nrz		Lala		iso639-3
nsa		Sangtam Naga		iso639-3
nsc		Nshi		iso639-3
nsd		Southern Nisu		iso639-3
nse		Nsenga		iso639-3
nsf		Northwestern Nisu		iso639-3
nsg		Ngasa		iso639-3
nsh		Ngoshie		iso639-3
nsi		Nigerian Sign Language		iso639-3
nsk		Naskapi		iso639-3
nsl		Norwegian Sign Language		iso639-3
nsm		Sumi Naga		iso639-3
nsn		Nehan		iso639-3
nso		Northern Sotho	Sesotho sa Leboa	cldr
nsp		Nepalese Sign Language		iso639-3
nsq		Northern Sierra Miwok		iso639-3
nsr		Maritime Sign Language		iso639-3
nss		Nali		iso639-3
nst		Tase Naga	Tangshang Naga	iso639-3, ethnologue
nsu		Sierra Negra Nahuatl		iso639-3
nsv		Southwestern Nisu		iso639-3
nsw		Navut		iso639-3
nsx		Nsongo		iso639-3
nsy		Nasal		iso639-3
nsz		Nisenan		iso639-3
ntd		Northern Tidung		iso639-3
nte		Nathembo		iso639-3
ntg		Ngantangarra		iso639-3
nti		Natioro		iso639-3
ntj		Ngaanyatjarra		iso639-3
ntk		Ikoma-Nata-Isenye		iso639-3
ntm		Nateni		iso639-3
nto		Ntomba		iso639-3
ntp		Northern Tepehuan	O’otham	iso639-3, ethnologue
ntr		Delo		iso639-3
ntu		Natügu	Natügu	iso639-3, ethnologue
ntw		Nottoway		iso639-3
ntx		Tangkhul Naga (Myanmar)	Tangkhul Naga	iso639-3, ethnologue
nty		Mantsi		iso639-3
ntz		Natanzi		iso639-3
nua		Yuanga		iso639-3
nuc		Nukuini		iso639-3
nud		Ngala		iso639-3
nue		Ngundu		iso639-3
nuf		Nusu		iso639-3
nug		Nungali		iso639-3
nuh		Ndunda		iso639-3
nui		Ngumbi		iso639-3
nuj		Nyole		iso639-3
nuk		Nuu-chah-nulth		iso639-3
nul		Nusa Laut		iso639-3
num		Niuafo'ou		iso639-3
nun		Anong	Anong	iso639-3, ethnologue
nuo		Nguôn		iso639-3
nup		Nupe-Nupe-Tako	Nupe	iso639-3, ethnologue
nuq		Nukumanu	Nukumanu	iso639-3, ethnologue
nur		Nukuria		iso639-3
nus		Nuer	Thok Nath	cldr
nut		Nung (Viet Nam)		iso639-3
nuu		Ngbundu		iso639-3
nuv		Northern Nuni		iso639-3
nuw		Nguluwan		iso639-3
nux		Mehek		iso639-3
nuy		Nunggubuyu		iso639-3
nuz		Tlamacazapa Nahuatl		iso639-3
nvh		Nasarian		iso639-3
nvm		Namiae		iso639-3
nvo		Nyokon		iso639-3
nwa		Nawathinehena		iso639-3
nwb		Nyabwa		iso639-3
nwc		Classical Newari		cldr
nwe		Ngwe		iso639-3
nwg		Ngayawung		iso639-3
nwi		Southwest Tanna		iso639-3
nwm		Nyamusa-Molo		iso639-3
nwo		Nauo		iso639-3
nwr		Nawaru		iso639-3
nwx		Middle Newar		iso639-3
nwy		Nottoway-Meherrin		iso639-3
nxa		Nauete		iso639-3
nxd		Ngando (Democratic Republic of Congo)		iso639-3
nxe		Nage		iso639-3
nxg		Ngad'a		iso639-3
nxi		Nindi		iso639-3
nxk		Koki Naga		iso639-3
nxl		South Nuaulu		iso639-3
nxm		Numidian		iso639-3
nxn		Ngawun		iso639-3
nxo		Ndambomo		iso639-3
nxq		Naxi	Naqxi	iso639-3, ethnologue
nxr		Ninggerum		iso639-3
nxu		Narau		iso639-3
nxx		Nafri		iso639-3
nyb		Nyangbo		iso639-3
nyc		Nyanga-li		iso639-3
nyd		Nyore		iso639-3
nye		Nyengo		iso639-3
nyf		Giryama		iso639-3
nyg		Nyindu		iso639-3
nyh		Nyigina		iso639-3
nyi		Ama (Sudan)		iso639-3
nyj		Nyanga		iso639-3
nyk		Nyaneka		iso639-3
nyl		Nyeu		iso639-3
nym		Nyamwezi		cldr
nyn		Nyankole	Runyankore	cldr
nyo		Nyoro		cldr
nyp		Nyang'i		iso639-3
nyq		Nayini		iso639-3
nyr		Nyiha (Malawi)		iso639-3
nys		Nyunga		iso639-3
nyt		Nyawaygi		iso639-3
nyu		Nyungwe	Cinyungwe	iso639-3, ethnologue
nyv		Nyulnyul		iso639-3
nyw		Nyaw		iso639-3
nyx		Nganyaywana		iso639-3
nyy		Nyakyusa-Ngonde		iso639-3
nza		Tigon Mbembe		iso639-3
nzb		Njebi		iso639-3
nzi		Nzima		cldr
nzk		Nzakara		iso639-3
nzm		Zeme Naga		iso639-3
nzs		New Zealand Sign Language		iso639-3
nzu		Teke-Nzikou		iso639-3
nzy		Nzakambay		iso639-3
nzz		Nanga Dama Dogon		iso639-3
oaa		Orok		iso639-3
oac		Oroch		iso639-3
oar		Old Aramaic (up to 700 BCE)		iso639-3
oav		Old Avar		iso639-3
obi		Obispeño		iso639-3
obk		Southern Bontok		iso639-3
obl		Oblo		iso639-3
obm		Moabite		iso639-3
obo		Obo Manobo	Manobo	iso639-3, ethnologue
obr		Old Burmese		iso639-3
obt		Old Breton		iso639-3
obu		Obulom		iso639-3
oca		Ocaina		iso639-3
och		Old Chinese		iso639-3
oco		Old Cornish		iso639-3
ocu		Atzingo Matlatzinca		iso639-3
oda		Odut		iso639-3
odk		Od		iso639-3
odt		Old Dutch		iso639-3
odu		Odual		iso639-3
ofo		Ofo		iso639-3
ofs		Old Frisian		iso639-3
ofu		Efutop		iso639-3
ogb		Ogbia		iso639-3
ogc		Ogbah		iso639-3
oge		Old Georgian		iso639-3
ogg		Ogbogolo		iso639-3
ogo		Khana		iso639-3
ogu		Ogbronuagum		iso639-3
oht		Old Hittite		iso639-3
ohu		Old Hungarian		iso639-3
oia		Oirata		iso639-3
oin		Inebu One		iso639-3
ojb		Northwestern Ojibwa		iso639-3
ojc		Central Ojibwa		iso639-3
ojg		Eastern Ojibwa		iso639-3
ojp		Old Japanese		iso639-3
ojs		Severn Ojibwa		iso639-3
ojv		Ontong Java		iso639-3
ojw		Western Ojibwa	Anishnaubemowin	iso639-3, ethnologue
oka		Okanagan	Nsyilxcen	iso639-3, ethnologue
okb		Okobo		iso639-3
okd		Okodia		iso639-3
oke		Okpe (Southwestern Edo)		iso639-3
okg		Koko Babangk		iso639-3
okh		Koresh-e Rostam		iso639-3
oki		Okiek		iso639-3
okj		Oko-Juwoi		iso639-3
okk		Kwamtim One		iso639-3
okl		Old Kentish Sign Language		iso639-3
okm		Middle Korean (10th-16th cent.)		iso639-3
okn		Oki-No-Erabu		iso639-3
oko		Old Korean (3rd-9th cent.)		iso639-3
okr		Kirike		iso639-3
oks		Oko-Eni-Osayen		iso639-3
oku		Oku		iso639-3
okv		Orokaiva		iso639-3
okx		Okpe (Northwestern Edo)		iso639-3
ola		Walungge		iso639-3
old		Mochi		iso639-3
ole		Olekha		iso639-3
olk		Olkol		iso639-3
olm		Oloma		iso639-3
olo		Livvi	Livvin kieli	iso639-3, ethnologue
olr		Olrat	Olrat	iso639-3, ethnologue
olt		Old Lithuanian		iso639-3
olu		Kuvale	Kuvale, Olukuvale	iso639-3, ethnologue
oma		Omaha-Ponca		iso639-3
omb		East Ambae		iso639-3
omc		Mochica		iso639-3
omg		Omagua		iso639-3
omi		Omi		iso639-3
omk		Omok		iso639-3
oml		Ombo		iso639-3
omn		Minoan		iso639-3
omo		Utarmbung		iso639-3
omp		Old Manipuri		iso639-3
omr		Old Marathi		iso639-3
omt		Omotik		iso639-3
omu		Omurano		iso639-3
omw		South Tairora		iso639-3
omx		Old Mon		iso639-3
ona		Ona		iso639-3
onb		Lingao		iso639-3
one		Oneida		iso639-3
ong		Olo		iso639-3
oni		Onin		iso639-3
onj		Onjob		iso639-3
onk		Kabore One		iso639-3
onn		Onobasulu		iso639-3
ono		Onondaga		iso639-3
onp		Sartang	Sartang	iso639-3, ethnologue
onr		Northern One		iso639-3
ons		Ono		iso639-3
ont		Ontenu		iso639-3
onu		Unua		iso639-3
onw		Old Nubian		iso639-3
onx		Onin Based Pidgin		iso639-3
ood		Tohono O'odham	Tohono O’otham	iso639-3, ethnologue
oog		Ong		iso639-3
oon		Önge		iso639-3
oor		Oorlams		iso639-3
oos		Old Ossetic		iso639-3
opa		Okpamheri		iso639-3
opk		Kopkaka		iso639-3
opm		Oksapmin		iso639-3
opo		Opao		iso639-3
opt		Opata		iso639-3
opy		Ofayé		iso639-3
ora		Oroha		iso639-3
orc		Orma		iso639-3
ore		Orejón	Maijuna	iso639-3, ethnologue
org		Oring		iso639-3
orh		Oroqen		iso639-3
orn		Orang Kanaq		iso639-3
oro		Orokolo		iso639-3
orr		Oruma		iso639-3
ors		Orang Seletar		iso639-3
ort		Adivasi Oriya		iso639-3
oru		Ormuri		iso639-3
orv		Old Russian		iso639-3
orw		Oro Win		iso639-3
orx		Oro		iso639-3
ory		Odia	ଓଡ଼ିଆ‎ (Oḍiā)	iso639-3, ethnologue
orz		Ormu		iso639-3
osa		Osage		cldr
osc		Oscan		iso639-3
osi		Osing		iso639-3
oso		Ososo		iso639-3
osp		Old Spanish		iso639-3
ost		Osatu		iso639-3
osu		Southern One		iso639-3
osx		Old Saxon		iso639-3
ota		Ottoman Turkish		cldr
otb		Old Tibetan		iso639-3
otd		Ot Danum		iso639-3
ote		Mezquital Otomi	Hñahñu	iso639-3, ethnologue
oti		Oti		iso639-3
otk		Old Turkish		iso639-3
otl		Tilapa Otomi		iso639-3
otm		Eastern Highland Otomi	Yuhu	iso639-3, ethnologue
otn		Tenango Otomi		iso639-3
otq		Querétaro Otomi	Hñohño	iso639-3, ethnologue
otr		Otoro		iso639-3
ots		Estado de México Otomi	Hñatho	iso639-3, ethnologue
ott		Temoaya Otomi		iso639-3
otu		Otuke		iso639-3
otw		Ottawa		iso639-3
otx		Texcatepec Otomi		iso639-3
oty		Old Tamil		iso639-3
otz		Ixtenco Otomi		iso639-3
oua		Tagargrent		iso639-3
oub		Glio-Oubi		iso639-3
oue		Oune		iso639-3
oui		Old Uighur		iso639-3
oum		Ouma		iso639-3
ovd		Elfdalian		iso639-3
owi		Owiniga		iso639-3
owl		Old Welsh		iso639-3
oyb		Oy		iso639-3
oyd		Oyda		iso639-3
oym		Wayampi		iso639-3
oyy		Oya'oya		iso639-3
ozm		Koonzime		iso639-3
pab		Parecís		iso639-3
pac		Pacoh		iso639-3
pad		Paumarí		iso639-3
pae		Pagibete		iso639-3
paf		Paranawát		iso639-3
pag		Pangasinan		cldr
pah		Tenharim	Kagwahiva	iso639-3, ethnologue
pai		Pe		iso639-3
pak		Parakanã		iso639-3
pal		Pahlavi		cldr
pam		Pampanga		cldr
pao		Northern Paiute		iso639-3
pap		Papiamento	Papiamentu	cldr, ethnologue
paq		Parya		iso639-3
par		Panamint		iso639-3
pas		Papasena		iso639-3
pat		Papitalai		iso639-3
pau		Palauan	Tekoi ra Belau	cldr, ethnologue
pav		Pakaásnovos		iso639-3
paw		Pawnee		iso639-3
pax		Pankararé		iso639-3
pay		Pech		iso639-3
paz		Pankararú		iso639-3
pbb		Páez	Nasa Yuwe	iso639-3, ethnologue
pbc		Patamona		iso639-3
pbe		Mezontla Popoloca		iso639-3
pbf		Coyotepec Popoloca		iso639-3
pbg		Paraujano		iso639-3
pbh		E'ñapa Woromaipu	E’ñepa	iso639-3, ethnologue
pbi		Parkwa		iso639-3
pbl		Mak (Nigeria)		iso639-3
pbn		Kpasam		iso639-3
pbo		Papel		iso639-3
pbp		Badyara		iso639-3
pbr		Pangwa		iso639-3
pbs		Central Pame	Xi’oi	iso639-3, ethnologue
pbt		Southern Pashto	پښتو‎‎ (Pax̌tō)	iso639-3, ethnologue
pbu		Northern Pashto	پښتو‎ (Pashto)	iso639-3, ethnologue
pbv		Pnar		iso639-3
pby		Pyu (Papua New Guinea)		iso639-3
pca		Santa Inés Ahuatempan Popoloca	Nquivā	iso639-3, ethnologue
pcb		Pear		iso639-3
pcc		Bouyei		iso639-3
pcd		Picard		cldr
pce		Ruching Palaung		iso639-3
pcf		Paliyan		iso639-3
pcg		Paniya		iso639-3
pch		Pardhan		iso639-3
pci		Duruwa		iso639-3
pcj		Parenga		iso639-3
pck		Paite Chin	Paite Chin	iso639-3, ethnologue
pcl		Pardhi		iso639-3
pcm		Nigerian Pidgin	Naijá, Pidgin	cldr, ethnologue
pcn		Piti		iso639-3
pcp		Pacahuara		iso639-3
pcw		Pyapun		iso639-3
pda		Anam		iso639-3
pdc		Pennsylvania German		cldr
pdi		Pa Di		iso639-3
pdn		Podena		iso639-3
pdo		Padoe		iso639-3
pdt		Plautdietsch		cldr
pdu		Kayan	Kayan, Kayan	iso639-3, ethnologue
pea		Peranakan Indonesian		iso639-3
peb		Eastern Pomo		iso639-3
ped		Mala (Papua New Guinea)		iso639-3
pee		Taje		iso639-3
pef		Northeastern Pomo		iso639-3
peg		Pengo		iso639-3
peh		Bonan		iso639-3
pei		Chichimeca-Jonaz		iso639-3
pej		Northern Pomo		iso639-3
pek		Penchal		iso639-3
pel		Pekal		iso639-3
pem		Phende		iso639-3
peo		Old Persian		cldr
pep		Kunja		iso639-3
peq		Southern Pomo		iso639-3
pes		Iranian Persian	فارسی‎ (Fārsi)	iso639-3, ethnologue
pev		Pémono		iso639-3
pex		Petats		iso639-3
pey		Petjo		iso639-3
pez		Eastern Penan		iso639-3
pfa		Pááfang		iso639-3
pfe		Peere		iso639-3
pfl		Palatine German		cldr
pga		Sudanese Creole Arabic	Arabi Juba	iso639-3, ethnologue
pgd		Gāndhārī		iso639-3
pgg		Pangwali		iso639-3
pgi		Pagi		iso639-3
pgk		Rerep		iso639-3
pgl		Primitive Irish		iso639-3
pgn		Paelignian		iso639-3
pgs		Pangseng		iso639-3
pgu		Pagu		iso639-3
pgz		Papua New Guinean Sign Language		iso639-3
pha		Pa-Hng		iso639-3
phd		Phudagi		iso639-3
phg		Phuong		iso639-3
phh		Phukha		iso639-3
phk		Phake		iso639-3
phl		Phalura		iso639-3
phm		Phimbi		iso639-3
phn		Phoenician		cldr
pho		Phunoi		iso639-3
phq		Phana'		iso639-3
phr		Pahari-Potwari		iso639-3
pht		Phu Thai		iso639-3
phu		Phuan		iso639-3
phv		Pahlavani		iso639-3
phw		Phangduwali		iso639-3
pia		Pima Bajo	Oob No’ok	iso639-3, ethnologue
pib		Yine	Yine	iso639-3, ethnologue
pic		Pinji		iso639-3
pid		Piaroa	De’aruwã thiwene	iso639-3, ethnologue
pie		Piro		iso639-3
pif		Pingelapese		iso639-3
pig		Pisabo		iso639-3
pih		Pitcairn-Norfolk		iso639-3
pii		Pini		iso639-3
pij		Pijao		iso639-3
pil		Yom		iso639-3
pim		Powhatan		iso639-3
pin		Piame		iso639-3
pio		Piapoco	Wenewika	iso639-3, ethnologue
pip		Pero		iso639-3
pir		Piratapuyo		iso639-3
pis		Pijin		iso639-3
pit		Pitta Pitta		iso639-3
piu		Pintupi-Luritja		iso639-3
piv		Pileni		iso639-3
piw		Pimbwe		iso639-3
pix		Piu		iso639-3
piy		Piya-Kwonci	Ambandi	iso639-3, ethnologue
piz		Pije		iso639-3
pjt		Pitjantjatjara		iso639-3
pka		Ardhamāgadhī Prākrit		iso639-3
pkb		Pokomo		iso639-3
pkc		Paekche		iso639-3
pkg		Pak-Tong		iso639-3
pkh		Pankhu		iso639-3
pkn		Pakanha		iso639-3
pko		Pökoot		iso639-3
pkp		Pukapuka	Te Leo Wale	iso639-3, ethnologue
pkr		Attapady Kurumba		iso639-3
pks		Pakistan Sign Language		iso639-3
pkt		Maleng		iso639-3
pku		Paku		iso639-3
pla		Miani		iso639-3
plb		Polonombauk		iso639-3
plc		Central Palawano		iso639-3
pld		Polari		iso639-3
ple		Palu'e		iso639-3
plg		Pilagá		iso639-3
plh		Paulohi		iso639-3
plj		Polci		iso639-3
plk		Kohistani Shina		iso639-3
pll		Shwe Palaung		iso639-3
pln		Palenquero		iso639-3
plo		Oluta Popoluca		iso639-3
plp		Palpa		iso639-3
plq		Palaic		iso639-3
plr		Palaka Senoufo		iso639-3
pls		San Marcos Tlacoyalco Popoloca	Ngigua	iso639-3, ethnologue
plt		Plateau Malagasy	Malagasy, Malagasy fiteny	iso639-3, ethnologue
plu		Palikúr	Pa’ikwaki	iso639-3, ethnologue
plv		Southwest Palawano		iso639-3
plw		Brooke's Point Palawano		iso639-3
ply		Bolyu		iso639-3
plz		Paluan		iso639-3
pma		Paama		iso639-3
pmb		Pambia		iso639-3
pmd		Pallanganmiddang		iso639-3
pme		Pwaamei		iso639-3
pmf		Pamona		iso639-3
pmh		Māhārāṣṭri Prākrit		iso639-3
pmi		Northern Pumi		iso639-3
pmj		Southern Pumi		iso639-3
pmk		Pamlico		iso639-3
pml		Lingua Franca		iso639-3
pmm		Pomo		iso639-3
pmn		Pam		iso639-3
pmo		Pom		iso639-3
pmq		Northern Pame	Xi’iuy	iso639-3, ethnologue
pmr		Paynamar		iso639-3
pms		Piedmontese	Piemontèis	cldr, ethnologue
pmt		Tuamotuan	Pa’umotu	iso639-3, ethnologue
pmw		Plains Miwok		iso639-3
pmx		Poumei Naga		iso639-3
pmy		Papuan Malay	Melayu Papua	iso639-3, ethnologue
pmz		Southern Pame		iso639-3
pna		Punan Bah-Biau		iso639-3
pnb		Western Panjabi	پنجابی‎ (Panjābī)	iso639-3, ethnologue
pnc		Pannei		iso639-3
pne		Western Penan		iso639-3
png		Pongu	Tarin	iso639-3, ethnologue
pnh		Penrhyn	Mangarongaro, Tongareva	iso639-3, ethnologue
pni		Aoheng		iso639-3
pnj		Pinjarup		iso639-3
pnk		Paunaka		iso639-3
pnl		Paleni		iso639-3
pnm		Punan Batu 1		iso639-3
pnn		Pinai-Hagahai		iso639-3
pno		Panobo		iso639-3
pnp		Pancana		iso639-3
pnq		Pana (Burkina Faso)		iso639-3
pnr		Panim		iso639-3
pns		Ponosakan		iso639-3
pnt		Pontic		cldr
pnu		Jiongnai Bunu		iso639-3
pnv		Pinigura		iso639-3
pnw		Panytyima		iso639-3
pnx		Phong-Kniang		iso639-3
